ID,COUNTY,NAME,STNAME,POPESTIMATE2015,CTYNAME,TOT_POP,TOT_MALE,TOT_FEMALE,WHITE,HISPANIC,BLACK,ASIAN,NATIVE,OTHER,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,00..10,10..15,15..25,25..35,35..50,50..75,75..100,100..150,150..200,200..999,LESS_THAN_HS,HS_DEGREE,SOME_COLLEGE,BS_DEGREE
1,1,Tijuana,Baja California,1641570,Tijuana,1916429,0.504,0.496,0.0,1.0,0.0,0.0,0,0,0.0712710984857775,0.0799466090316938,0.0831489191616282,0.0838930114290694,0.0922189134061319,0.0910067630994939,0.0825044914265021,0.0809020318519496,0.0750656559674269,0.0706146692624668,0.0586570125999972,0.0424388276320177,0.0322871340394035,0.0220091639189346,0.0150483007719044,0.00908460475185879,0.00565165732724771,0.0042511358364959,0.133333333,0.133333333,0.133333333,0.147225,0.147225,0.147225,0.147225,0.1,0.01,0.001,0.5195,0.27,4.55,1.358
