,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
0,0,Royal Shrewsbury Hospital,Mytton Oak Rd,Shrewsbury,WMS,SY3 8XQ,"","","","","","",52.7091,-2.7931
